SL.NO,All India Rank,Course Code,Name of the College Allotted.,Course Name,Allotted Category,Course_fees,Status,Exam year,Counselling Type,State,Round,District
3033,5395,M16PC1,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Dermatology,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3034,5409,M14PC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3035,5416,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3036,5447,M03GC3,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Paediatrics,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3037,5551,M05GC3,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3038,5553,M16PC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3039,5564,M24GC5,"Al-Ameen Medical College ,Athani Road,Bijapur",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,bijapur
3040,5569,M48PC3,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Paediatrics,OPN,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3041,5576,M08GC3,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3042,5583,M31PC5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Radio Diagnosis,GMPH,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3043,5619,M16PC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3044,5622,M04GC3,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. Paediatrics,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
3045,5628,M01GC4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. General Medicine,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3046,5647,M01GD5,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3047,5655,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3048,5740,M06GC3,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
3049,5750,M09GC3,"Raichur Institute of Medical Sciences ,Hyderabad Road,Raichur",M.D. Paediatrics,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
3050,5762,M38GD5,"ESI Medical College ,Bangalore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3051,5774,M02GC3,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3052,5826,M08GC3,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3053,5894,M20GC4,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3054,5958,M14GC1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Dermatology,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3055,5979,M34GD3,"Sanjay Gandhi Institute of Trauma and Orthopaedics,Bangalore",M.S. Orthopedics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3056,6020,M31GC4,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. General Medicine,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3057,6023,M16GC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3058,6030,M01GC1,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Dermatology,1G,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3059,6031,M02GD6,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3060,6035,M07GC3,"Hassan Institute of Medical Sciences ,Hassan",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Hassan
3061,6056,M43GC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3062,6082,M02GD6,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3063,6148,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3064,6159,M14PC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3065,6185,M02GD6,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. Obstetrics and Gynecology,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3066,6199,M48PC4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. General Medicine,RC3,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3067,6233,M14PC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3068,6269,M50GC3,"Gadag Institute of Medical Sciences,MULGUND ROAD,GADAG",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gadag
3069,6272,M38GD6,"ESI Medical College ,Bangalore",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3070,6275,M16PC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3071,6302,M31PC4,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3072,6305,M31PC4,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3073,6325,M57GC3,"Koppal Institute of Medical Sciences, Koppal",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Koppal
3074,6330,M14GC3,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Paediatrics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3075,6368,M55GC3,"Gulbarga Institute of Medical Sciences, Gulbarga",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3076,6412,M16PC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3077,6418,M16PC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3078,6422,M16PC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3079,6442,M48PD6,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.S. Obstetrics and Gynecology,OPN,1280775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3080,6488,M16PC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3081,6520,M18GC5,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Radio Diagnosis,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3082,6535,M22GC4,"S. Nijalingappa Medical College and Research Centre ,B.V.V. Sanga,Navanagara,Bagalkot",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bagalkot
3083,6538,M05GC3,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3084,6543,M03GC3,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Paediatrics,3BH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3085,6560,M16PC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3086,6641,M32GC3,"Kasturba Medical College ,Light House Hill Road,Hampanakatta,Mangalore (D)",M.D. Paediatrics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3087,6642,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3088,6648,M03GD6,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3089,6675,M61GC3,"Kodagu Institute of Medical Sciences, Madikeri",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Kodagu
3090,6698,M21PC4,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3091,6705,M43GC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3092,6713,M01GC4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. General Medicine,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3093,6774,M02GC4,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. General Medicine,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3094,6788,M10GC4,"Bidar Institute of Medical Sciences ,Udgir Road,Bidar",M.D. General Medicine,2AH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bidar
3095,6791,M18GC1,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3096,6868,M19GC4,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dakshina Kannada
3097,6897,M15GC4,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. General Medicine,2BG,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3098,6899,M15GC3,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Paediatrics,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3099,6934,M03GD6,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3100,6972,M31PC5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Radio Diagnosis,MU,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3101,7006,M52GC5,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.D. Radio Diagnosis,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3102,7036,M21GC4,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. General Medicine,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3103,7041,M11GC5,"Kidwai Cancer Institute,Bangalore",M.D. Radio Diagnosis,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3104,7043,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3105,7075,M14GC3,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Paediatrics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3106,7091,M51GC7,"SDS Tuberculosis Research, Rajiv Gandhi Inst. of Chest Diseases,Bangalore",M.D. Respiratory Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3107,7160,M31PC5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Radio Diagnosis,MU,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3108,7202,M61GC3,"Kodagu Institute of Medical Sciences, Madikeri",M.D. Paediatrics,3BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Kodagu
3109,7203,M14GC3,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Paediatrics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3110,7210,M26PC4,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3111,7213,M17GC4,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.D. General Medicine,2AH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3112,7224,M62GC4,"Chamarajanagar Institute of Medical Sciences, Chamarajanagar",M.D. General Medicine,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Chamarajanagar
3113,7239,M18GC4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. General Medicine,1G,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3114,7317,M06GD6,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
3115,7357,M21PC5,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3116,7359,M15GC3,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Paediatrics,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3117,7372,M25GC3,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Paediatrics,2BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3118,7438,M23GC4,"Sri Basaveshwara Medical College and Hospital ,NH-4, S.J.M Campus,Chitradurga",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Chitradurga
3119,7476,M60GC3,"Karwar Institute of Medical Sciences, Karwar, Uttara Kannada",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Uttara Kannada
3120,7501,M26PC4,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3121,7536,M43GC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3122,7579,M06GD6,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
3123,7586,M26GC1,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3124,7622,M43GC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3125,7651,M08GD6,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3126,7653,M63GC5,"East Point College of Medical Science and Research Center, Bangalore",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3127,7657,M22PC4,"S. Nijalingappa Medical College and Research Centre ,B.V.V. Sanga,Navanagara,Bagalkot",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bagalkot
3128,7706,M43GC5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Radio Diagnosis,2AG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3129,7709,M04GD6,"Vijayanagar Institute of Medical Sciences ,Bellary",M.S. Obstetrics and Gynecology,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
3130,7728,M15GC3,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Paediatrics,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3131,7735,M21GC1,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3132,7806,M08GC3,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3133,7843,M25PC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3134,7858,M48PC1,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Dermatology,RC3,1280775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3135,7871,M05GD6,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3136,7926,M26PC5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. Radio Diagnosis,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3137,7930,M16GC3,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Paediatrics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3138,7957,M01GD5,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3139,7984,M01GC5,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Radio Diagnosis,1H,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3140,8006,M04GD6,"Vijayanagar Institute of Medical Sciences ,Bellary",M.S. Obstetrics and Gynecology,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
3141,8053,M08GD6,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
3142,8122,M43GC1,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Dermatology,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3143,8125,M46GC1,"B G S Global Institute of Medical Sciences,Bangalore",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
